Long_Desc                                                                  VITA_RAE
Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST                              
Lemon juice from concentrate, bottled, CONCORD                                  
Asparagus, canned, regular pack, solids and liquids                             
Beans, pinto, immature seeds, frozen, cooked, boiled, drained, without          
Beans, snap, green, microwaved                                                  
Corn, sweet, yellow, canned, drained solids, rinsed with tap water              
Edamame, frozen, unprepared                                                     
Gourd, white-flowered (calabash), raw (Lagenaria siceraria)                     
Gourd, white-flowered (calabash), cooked, boiled, drained, without sal          
Gourd, dishcloth (towelgourd), raw (Luffa aegyptiaca)                           
Gourd, dishcloth (towelgourd), cooked, boiled, drained, without salt            
Kanpyo, (dried gourd strips)                                                    
Mushrooms, shiitake, raw (Lentinus edodes)                                      
Mushrooms, Chanterelle, raw (Cantharellus californicus or Cantharellus          
Mountain yam, hawaii, raw (Dioscorea pentaphylla)                               
New Zealand spinach, raw (Tetragonia tetragonioides)                            
New Zealand spinach, cooked, boiled, drained, without salt                      
Onions, yellow, sauteed                                                         
Onions, welsh, raw (Allium fistulosum)                                          
Peas, green, canned, drained solids, rinsed in tap water                        
Peas, mature seeds, sprouted, raw                                               
Potatoes, roasted, salt added in processing, frozen, unprepared                 
Potatoes, scalloped, home-prepared with butter                                  
Potatoes, frozen, french fried, par fried, extruded, unprepared                 
Potatoes, french fried, steak fries, salt added in processing, frozen,          
Purslane, raw (Portulaca oleracea)                                              
Vegetables, mixed, canned, solids and liquids                                   
Winged beans, immature seeds, raw (Psophocarpus tetragonolobus)                 
Parsley, freeze-dried                                                           
Potatoes, o'brien, home-prepared                                                
Beans, pinto, immature seeds, frozen, cooked, boiled, drained, with sa          
Beans, snap, yellow, raw (Phaseolus vulgaris)                                   
Broccoli, leaves, raw                                                           
Broccoli, flower clusters, raw                                                  
Gourd, white-flowered (calabash), cooked, boiled, drained, with salt            
Gourd, dishcloth (towelgourd), cooked, boiled, drained, with salt               
New zealand spinach, cooked, boiled, drained, with salt                         
Peppers, sweet, green, frozen, chopped, cooked, boiled, drained, with           
Potatoes, french fried, all types, salt not added in processing, froze          
Potatoes, french fried, all types, salt not added in processing, froze          
Sweet potato, cooked, baked in skin, flesh, with salt                           
Yambean (jicama), cooked, boiled, drained, with salt                            
Mushroom, white, exposed to ultraviolet light, raw                              
Mushrooms, portabella, exposed to ultraviolet light, grilled (Agaricus          
Mushrooms, enoki, raw (Flammulina veluptipes)                                   
Seeds, chia seeds, dried (Salvia hispanica)                                     
Seeds, sunflower seed butter, without salt                                      
Nuts, mixed nuts, dry roasted, with peanuts, salt added, CHOSEN ROASTE          
Nuts, walnuts, glazed                                                           
Seeds, sunflower seed butter, with salt added                                   
Nuts, almonds, oil roasted, with salt added, smoke flavor                       
Nuts, almonds, oil roasted, lightly salted                                      
Beans, cranberry (roman), mature seeds, cooked, boiled, without salt            
Beans, kidney, all types, mature seeds, canned                                  
Cowpeas, common (blackeyes, crowder, southern), mature seeds, canned,           
Beans, kidney, red, mature seeds, canned, drained solids                        
Beans, pinto, canned, drained solids                                            
Hummus, commercial                                                              
Tofu, hard, prepared with nigari                                                
Refried beans, canned, vegetarian                                               
Frijoles rojos volteados (Refried beans, red, canned)                           
Tempeh, cooked                                                                  
Campbell's Brown Sugar And Bacon Flavored Baked Beans                           
Campbell's Pork and Beans                                                       
PACE, Traditional Refried Beans                                                 
PACE, Salsa Refried Beans                                                       
PACE, Spicy Jalapeno Refried Beans                                              
Vitasoy USA, Organic Nasoya Super Firm Cubed Tofu                               
Vitasoy USA, Organic Nasoya Firm Tofu                                           
Vitasoy USA, Organic Nasoya Silken Tofu                                         
Vitasoy USA, Vitasoy Organic Creamy Original Soymilk                            
Vitasoy USA, Vitasoy Organic Classic Original Soymilk                           
Vitasoy USA, Vitasoy Light Vanilla Soymilk                                      
Soymilk (all flavors), unsweetened, with added calcium, vitamins A and          
Soymilk (All flavors), enhanced                                                 
Soymilk, original and vanilla, light, unsweetened, with added calcium,          
SILK Plain, soymilk                                                             
SILK Vanilla, soymilk                                                           
SILK Chocolate, soymilk                                                         
SILK Light Plain, soymilk                                                       
SILK Light Vanilla, soymilk                                                     
SILK Light Chocolate, soymilk                                                   
SILK Plus Omega-3 DHA, soymilk                                                  
SILK Plus for Bone Health, soymilk                                              
SILK Plus Fiber, soymilk                                                        
SILK Unsweetened, soymilk                                                       
SILK Very Vanilla, soymilk                                                      
SILK Nog, soymilk                                                               
SILK Chai, soymilk                                                              
SILK Mocha, soymilk                                                             
SILK Coffee, soymilk                                                            
SILK Vanilla soy yogurt (family size)                                           
SILK Vanilla soy yogurt (single serving size)                                   
SILK Plain soy yogurt                                                           
SILK Strawberry soy yogurt                                                      
SILK Raspberry soy yogurt                                                       
SILK Peach soy yogurt                                                           
SILK Black Cherry soy yogurt                                                    
SILK Blueberry soy yogurt                                                       
SILK Key Lime soy yogurt                                                        
SILK Banana-Strawberry soy yogurt                                               
SILK Original Creamer                                                           
SILK French Vanilla Creamer                                                     
SILK Hazelnut Creamer                                                           
Vitasoy USA Organic Nasoya, Soft Tofu                                           
Vitasoy USA Organic Nasoya, Tofu Plus Extra Firm                                
Vitasoy USA Organic Nasoya, Tofu Plus Firm                                      
Vitasoy USA Organic Nasoya Sprouted, Tofu Plus Super Firm                       
Vitasoy USA Azumaya, Extra Firm Tofu                                            
Vitasoy USA Azumaya, Firm Tofu                                                  
Vitasoy USA Azumaya, Silken Tofu                                                
HOUSE FOODS Premium Soft Tofu                                                   
HOUSE FOODS Premium Firm Tofu                                                   
Beans, cranberry (roman), mature seeds, cooked, boiled, with salt               
Beans, pinto, mature seeds, canned, drained solids, rinsed in tap wate          
Peanut butter with omega-3, creamy                                              
Tofu, raw, firm, prepared with calcium sulfate                                  
Tofu, raw, regular, prepared with calcium sulfate                               
Tofu, fried, prepared with calcium sulfate                                      
WORTHINGTON Multigrain Cutlets, canned, unprepared                              
MORNINGSTAR FARMS Breakfast Pattie with Organic Soy, frozen, unprepare          
MORNINGSTAR FARMS Breakfast Bacon Strips, frozen, unprepared                    
MORNINGSTAR FARMS Breakfast Sausage Links, frozen, unprepared                   
MORNINGSTAR FARMS Grillers Original, frozen, unprepared                         
MORNINGSTAR FARMS Grillers Prime, frozen, unprepared                            
MORNINGSTAR FARMS Asian Veggie Patties, frozen, unprepared                      
MORNINGSTAR FARMS Mushroom Lover's Burger, frozen, unprepared                   
MORNINGSTAR FARMS Tomato & Basil Pizza Burger, frozen, unprepared               
MORNINGSTAR FARMS Buffalo Wings, frozen, unprepared                             
MORNINGSTAR FARMS Chik'n Nuggets, frozen, unprepared                            
MORNINGSTAR FARMS Italian Herb Chik'n Pattie, frozen, unprepared                
MORNINGSTAR FARMS Corn Dog, frozen, unprepared                                  
MORNINGSTAR FARMS Corn Dog Mini, frozen, unprepared                             
MORNINGSTAR FARMS Sausage Style Recipe Crumbles, frozen, unprepared             
GARDENBURGER Black Bean Chipotle Burger, frozen, unprepared                     
GARDENBURGER Original, frozen, unprepared                                       
GARDENBURGER Flame Grilled Burger, frozen, unprepared                           
GARDENBURGER Savory Portabella Veggie Burger, frozen, unprepared                
GARDENBURGER Sun-Dried Tomato Basil Burger, frozen, unprepared                  
GARDENBURGER Veggie Medley Burger, frozen, unprepared                           
MORNINGSTAR FARMS Breakfast Sausage Patties Maple Flavored, frozen, un          
MORNINGSTAR FARMS Chik'n Grill Veggie Patties, frozen, unprepared               
MORNINGSTAR FARMS BBQ Riblets, frozen, unprepared                               
MORNINGSTAR FARMS California Turk'y Burger, frozen, unprepared                  
MORNINGSTAR FARMS Hot and Spicy Veggie Sausage Patties, frozen, unprep          
MORNINGSTAR FARMS Lasagna with Veggie Sausage, frozen, unprepared               
MORNINGSTAR FARMS Grillers Quarter Pound Veggie Burger, frozen, unprep          
MORNINGSTAR FARMS Sesame Chik'n Entree, frozen, unprepared                      
MORNINGSTAR FARMS Grillers Chik'n Veggie Patties, frozen, unprepared            
MORNINGSTAR FARMS Meal Starters Veggie Meatballs, frozen, unprepared            
MORNINGSTAR FARMS Breakfast Biscuit Sausage, Egg & Cheese, frozen, unp          
MORNINGSTAR FARMS Mediterranean Chickpea, frozen, unprepared                    
MORNINGSTAR FARMS Buffalo Chik Patties, frozen, unprepared                      
MORNINGSTAR FARMS Chik Patties Original, frozen, unprepared                     
MORNINGSTAR FARMS Breakfast Pattie, frozen, unprepared                          
MORNINGSTAR FARMS Roasted Garlic & Quinoa Burger, frozen, unprepared            
MORNINGSTAR FARMS Parmesan Garlic Wings, frozen, unprepared                     
MORNINGSTAR FARMS Breakfast Sandwich Veggie Sausage Egg & Cheese Engli          
MORNINGSTAR FARMS Breakfast Sandwich Veggie Scramble & Cheese English           
MORNINGSTAR FARMS Chipotle Black Bean Crumbles, frozen, unprepared              
MORNINGSTAR FARMS Garden Veggie Nuggets, frozen, unprepared                     
MORNINGSTAR FARMS Spicy Black Bean Enchilada Entree, frozen, unprepare          
MORNINGSTAR FARMS Spicy Indian Veggie Burger, frozen, unprepared                
MORNINGSTAR FARMS Tuscan Greens & Beans, frozen, unprepared                     
Biscuits, plain or buttermilk, prepared from recipe                             
Bread, cornbread, prepared from recipe, made with low fat (2%) milk             
Cake, chocolate, prepared from recipe without frosting                          
Muffins, corn, prepared from recipe, made with low fat (2%) milk                
Pancakes, plain, dry mix, complete (includes buttermilk)                        
Sweet rolls, cheese                                                             
Toaster pastries, brown-sugar-cinnamon                                          
Bread, white, commercially prepared, toasted, low sodium no salt                
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted blueberry               
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Brown sugar cinnamon            
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Frosted chocolate fudg          
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, S'mores                         
Toaster Pastries, KELLOGG, KELLOGG'S POP TARTS, Strawberry                      
Toaster Pastries, KELLOGG, KELLOGG'S LOW FAT POP TARTS, Frosted brown           
KELLOGG, KELLOGG'S EGGO, Buttermilk Pancake                                     
KELLOGG, KELLOG'S NUTRI-GRAIN CEREAL BARS, Mixed Berry                          
KELLOGG'S, EGGO, NUTRI-GRAIN, Waffles, Low Fat                                  
KELLOGG'S EGGO Lowfat Blueberry Nutri-Grain Waffles                             
ARCHWAY Home Style Cookies, Sugar Free Oatmeal                                  
ARCHWAY Home Style Cookies, Chocolate Chip Ice Box                              
ARCHWAY Home Style Cookies, Date Filled Oatmeal                                 
ARCHWAY Home Style Cookies, Dutch Cocoa                                         
ARCHWAY Home Style Cookies, Iced Oatmeal                                        
ARCHWAY Home Style Cookies, Molasses                                            
ARCHWAY Home Style Cookies, Oatmeal                                             
ARCHWAY Home Style Cookies, Oatmeal Raisin                                      
ARCHWAY Home Style Cookies, Old Fashioned Molasses                              
ARCHWAY Home Style Cookies, Old Fashioned Windmill Cookies                      
ARCHWAY Home Style Cookies, Peanut Butter                                       
ARCHWAY Home Style Cookies, Raspberry Filled                                    
ARCHWAY Home Style Cookies, Reduced Fat Ginger Snaps                            
Artificial Blueberry Muffin Mix, dry                                            
KRAFT, STOVE TOP Stuffing Mix Chicken Flavor                                    
GEORGE WESTON BAKERIES, Brownberry Sage and Onion Stuffing Mix, dry             
KEEBLER, KEEBLER Chocolate Graham SELECTS                                       
KEEBLER, Vanilla Wafers                                                         
CONTINENTAL MILLS, KRUSTEAZ Almond Poppyseed Muffin Mix, Artificially           
MCKEE BAKING, LITTLE DEBBIE NUTTY BARS, Wafers with Peanut Butter, Cho          
MISSION FOODS, MISSION Flour Tortillas, Soft Taco, 8 inch                       
NABISCO, NABISCO GRAHAMS Crackers                                               
NABISCO, NABISCO OREO CRUNCHIES, Cookie Crumb Topping                           
NABISCO, NABISCO RITZ Crackers                                                  
PILLSBURY, Traditional Fudge Brownie Mix, dry                                   
PILLSBURY Golden Layer Buttermilk Biscuits, Artificial Flavor, refrige          
KRAFT FOODS, SHAKE 'N' BAKE ORIGINAL RECIPE, Coating for Pork, dry              
HEINZ, WEIGHT WATCHER, Chocolate Eclair, frozen                                 
INTERSTATE BRANDS CORP, WONDER Hamburger Rolls                                  
GENERAL MILLS, BETTY CROCKER SUPERMOIST Yellow Cake Mix, dry                    
NABISCO, NABISCO SNACKWELL'S Fat Free Devil's Food Cookie Cakes                 
Waffle, plain, frozen, ready-to-heat, microwave                                 
Pie crust, deep dish, frozen, unbaked, made with enriched flour                 
Pie crust, refrigerated, regular, baked                                         
Pie crust, deep dish, frozen, baked, made with enriched flour                   
Pie crust, refrigerated, regular, unbaked                                       
Tostada shells, corn                                                            
Bread, pound cake type, pan de torta salvadoran                                 
Keikitos (muffins), Latino bakery item                                          
Cake, pound, BIMBO Bakeries USA, Panque Casero, home baked style                
Pan Dulce, LA RICURA, Salpora de Arroz con Azucar, cookie-like, contai          
Pastry, Pastelitos de Guava (guava pastries)                                    
Crackers, snack, GOYA CRACKERS                                                  
Crackers, cream, GAMESA SABROSAS                                                
Crackers, cream, LA MODERNA RIKIS CREAM CRACKERS                                
AUSTIN, Cheddar Cheese on Wheat Crackers, sandwich-type                         
AUSTIN, Cheddar Cheese on Cheese Crackers, sandwich-type                        
AUSTIN, Chocolatey Peanut Butter Crackers, sandwich-type                        
AUSTIN, Grilled Cheese on Wafer Crackers, sandwich-type                         
AUSTIN, Cheddar Cheese on Cheese Crackers, sandwich-type, reduced fat           
AUSTIN, Peanut Butter on Cheese Crackers, sandwich-type, reduced fat            
AUSTIN, Peanut Butter on Toasty Crackers, sandwich-type, reduced fat            
AUSTIN, PB & J Crackers, sandwich-type                                          
BARBARA DEE, Winter Mints Cookies                                               
KELLOGG'S, BEANATURAL, Original 3-Bean Chips                                    
BEAR NAKED, Double Chocolate Cookies                                            
BEAR NAKED, Fruit & Nut Cookies                                                 
KELLOGG'S, EGGO, Biscuit Scramblers, Bacon, Egg & Cheese                        
KELLOGG'S, EGGO, Biscuit Scramblers, Egg & Cheese                               
Candies, ALMOND JOY Candy Bar                                                   
Candies, TWIZZLERS CHERRY BITES                                                 
Candies, CARAMELLO Candy Bar                                                    
Candies, HERSHEY'S GOLDEN ALMOND SOLITAIRES                                     
Candies, YORK Peppermint Pattie                                                 
Candies, TWIZZLERS NIBS CHERRY BITS                                             
Candies, SYMPHONY Milk Chocolate Bar                                            
Candies, NESTLE, GOOBERS Chocolate Covered Peanuts                              
Candies, KRACKEL Chocolate Bar                                                  
Candies, TWIZZLERS Strawberry Twists Candy                                      
Candies, NESTLE, CHUNKY Bar                                                     
Candies, HERSHEY'S POT OF GOLD Almond Bar                                       
Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Ba          
Candies, NESTLE, CRUNCH Bar and Dessert Topping                                 
Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking           
Candies, NESTLE, RAISINETS Chocolate Covered Raisins                            
Candies, MARS SNACKFOOD US, M&M's MINIs Milk Chocolate Candies                  
Candies, SPECIAL DARK Chocolate Bar                                             
Cocoa, dry powder, unsweetened, HERSHEY'S European Style Cocoa                  
Candies, YORK BITES                                                             
Candies, HERSHEY'S MILK CHOCOLATE WITH ALMOND BITES                             
Candies, REESE'S BITES                                                          
Candies, REESE'S NUTRAGEOUS Candy Bar                                           
Candies, HEATH BITES                                                            
Candies, HERSHEY'S, ALMOND JOY BITES                                            
Candies, HERSHEY, KIT KAT BIG KAT Bar                                           
Candies, REESE'S, FAST BREAK, milk chocolate peanut butter and soft no          
Candies, MARS SNACKFOOD US, DOVE Milk Chocolate                                 
Candies, MARS SNACKFOOD US, DOVE Dark Chocolate                                 
Candies, MARS SNACKFOOD US, MILKY WAY Caramels, milk chocolate covered          
Candies, MARS SNACKFOOD US, MILKY WAY Caramels. dark chocolate covered          
Frozen novelties, ice type, italian, restaurant-prepared                        
Candies, MARS SNACKFOOD US, M&M's Crispy Chocolate Candies                      
Candies, MARS SNACKFOOD US, SNICKERS MUNCH bar                                  
Candies, MARS SNACKFOOD US, SNICKERS Almond bar                                 
Candies, MARS SNACKFOOD US, POP'ABLES SNICKERS Brand Bite Size Candies          
Candies, MARS SNACKFOOD US, POP'ABLES MILKY WAY Brand Bite Size Candie          
Candies, MARS SNACKFOOD US, POP'ABLES 3 MUSKETEERS Brand Bite Size Can          
Candies, MARS SNACKFOOD US, COCOAVIA Chocolate Bar                              
Candies, MARS SNACKFOOD US, COCOAVIA Blueberry and Almond Chocolate Ba          
Candies, MARS SNACKFOOD US, COCOAVIA Crispy Chocolate Bar                       
Candies, MARS SNACKFOOD US, SNICKERS CRUNCHER                                   
Frozen novelties, juice type, POPSICLE SCRIBBLERS                               
Frozen novelties, ice type, sugar free, orange, cherry, and grape POPS          
Frozen novelties, KLONDIKE, SLIM-A-BEAR Fudge Bar, 98% fat free, no su          
Ice creams, BREYERS, All Natural Light Vanilla                                  
Ice creams, BREYERS, All Natural Light French Vanilla                           
Ice creams, BREYERS, 98% Fat Free Vanilla                                       
Ice creams, BREYERS, All Natural Light Vanilla Chocolate Strawberry             
Ice creams, BREYERS, All Natural Light Mint Chocolate Chip                      
Ice creams, BREYERS, No Sugar Added, Butter Pecan                               
Ice creams, BREYERS, No Sugar Added, French Vanilla                             
Ice creams, BREYERS, No Sugar Added, Vanilla                                    
Ice creams, BREYERS, No Sugar Added, Vanilla Fudge Twirl                        
Ice creams, BREYERS, No Sugar Added, Vanilla Chocolate Strawberry               
Frozen novelties, KLONDIKE, SLIM-A-BEAR Chocolate Cone                          
Frozen novelties, KLONDIKE, SLIM-A-BEAR Vanilla Sandwich                        
Frozen novelties, KLONDIKE, SLIM-A-BEAR, No Sugar Added, Stickless Bar          
Frozen novelties, No Sugar Added CREAMSICLE Pops                                
Frozen novelties, Sugar Free, CREAMSICLE Pops                                   
Ice creams, BREYERS, All Natural Light French Chocolate                         
Ice creams, BREYERS, 98% Fat Free Chocolate                                     
Ice creams, BREYERS, No Sugar Added, Chocolate Caramel                          
Sweeteners, for baking, brown, contains sugar and sucralose                     
Sweeteners, for baking, contains sugar and sucralose                            
Sugar, turbinado                                                                
Sweeteners, sugar substitute, granulated, brown                                 
Amaranth grain, cooked (Amaranthus spp.)                                        
Rice, white, steamed, Chinese restaurant                                        
Wheat flour, white, tortilla mix, enriched                                      
Rice flour, brown                                                               
Noodles, egg, spinach, enriched, dry                                            
Pasta, whole-wheat, dry                                                         
Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, dr          
Pasta, whole grain, 51% whole wheat, remaining unenriched semolina, co          
Wheat, KAMUT khorasan, cooked (Triticum turgidum subsp. turanicum (Jak          
Corn flour, whole-grain, blue (harina de maiz morado)                           
Hominy, canned, yellow                                                          
Rice, white, long-grain, parboiled, unenriched, dry                             
Rice, white, long-grain, parboiled, unenriched, cooked                          
Rice, white, medium-grain, raw, unenriched                                      
Rice, white, short-grain, raw, unenriched                                       
Rice, white, short-grain, cooked, unenriched                                    
Pasta, cooked, unenriched, with added salt                                      
Millet flour                                                                    
Sorghum flour, refined, unenriched                                              
Rice, brown, parboiled, cooked, UNCLE BENS                                      
Pasta, whole grain, 51% whole wheat, remaining enriched semolina, cook          
Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry           
Pasta, gluten-free, rice flour and rice bran extract, cooked, DE BOLES          
MORNINGSTAR FARMS Garden Veggie Patties, frozen, unprepared                     
MORNINGSTAR FARMS Veggie Dog, frozen, unprepared                                
MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles, frozen, unpre          
MORNINGSTAR FARMS Grillers Vegan, frozen, unprepared                            
MORNINGSTAR FARMS Breakfast Sausage Patties, frozen, unprepared                 
MORNINGSTAR FARMS Spicy Black Bean Burger, frozen, unprepared                   
KELLOGG'S, EGGO, NUTRI-GRAIN Frozen Fruit Pizza, Mixed Berry Granola            
KELLOGG'S, EGGO, NUTRI-GRAIN Frozen Fruit Pizza, Strawberry Granola             
FAMOUS AMOS, Chocolate Chip Cookies                                             
FAMOUS AMOS, Chocolate Chip Pecan Cookies                                       
GIRL SCOUTS, Caramel Dulce De Leche Cookies                                     
GIRL SCOUTS, Chalet Cookies                                                     
GIRL SCOUTS, Do-si-dos Cookies                                                  
GIRL SCOUTS, Samoas Cookies                                                     
GIRL SCOUTS, Tagalongs Cookies                                                  
GIRL SCOUTS, Thank U Berry Munch Cookies                                        
GIRL SCOUTS, Thin Mints Cookies                                                 
GIRL SCOUTS, Trefoils Cookies                                                   
JACKSON'S, Old Fashioned Lemon Jumble Cookies                                   
JACKSON'S, Old Fashioned Vanilla Wafers                                         
KASHI, TLC, Happy Trail Mix Cookies                                             
KASHI, TLC, Oatmeal Dark Chocolate Cookies                                      
KASHI, TLC, Oatmeal Raisin Flax Cookies                                         
KEEBLER, ANIMALS, Frosted Cookies                                               
KEEBLER, ANIMALS, Iced Cookies                                                  
KEEBLER, ANIMALS, Crackers                                                      
KEEBLER, BAKER'S TREASURES, Chocolate Chip Cookie, soft                         
KEEBLER, BAKER'S TREASURES, Oatmeal Raisin Cookie, soft                         
KEEBLER, Cheese & Cheddar Sandwich Crackers                                     
KEEBLER, Club & Cheddar Sandwich Crackers                                       
KEEBLER, Cheese on Wheat Sandwich Crackers                                      
KEEBLER, CHIPS DELUXE, Chocolate Lovers Cookies                                 
KEEBLER, CHIPS DELUXE, Chocolate Malt Chunk Cookies                             
KEEBLER, CHIPS DELUXE, Coconut Cookies                                          
KEEBLER, CHIPS DELUXE, Dark Chocolate Chunk Cookies                             
KEEBLER, CHIPS DELUXE, Mini Chocolate Chip Cookies                              
KEEBLER, CHIPS DELUXE, Oatmeal Chocolate Chip Cookies                           
KEEBLER, CHIPS DELUXE, Original Chocolate Chip Cookies                          
KEEBLER, CHIPS DELUXE, Peanut Butter Cups Cookies                               
KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies                           
KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite size                
KEEBLER, CHIPS DELUXE, Soft 'n Chewy Chocolate Chip Cookies                     
KEEBLER, CLUB, Dash of Salt Crackers                                            
KEEBLER, CLUB, Minis Original Crackers                                          
KEEBLER, CLUB, Minis Multigrain Crackers                                        
KEEBLER, CLUB, Multigrain Crackers                                              
KEEBLER, CLUB, Original Crackers                                                
KEEBLER, CLUB, Reduced Fat Crackers                                             
KEEBLER, CLUB Crackers, Snack Sticks, Honey Wheat                               
KEEBLER, CLUB Crackers, Snack Sticks, Original                                  
KEEBLER, Country Style Oatmeal Cookies with Raisins                             
KEEBLER, Danish Wedding Cookies                                                 
KEEBLER, E.L. FUDGE, Butter Flavored Cookies                                    
KEEBLER, E.L. FUDGE, Double Stuffed Cookies                                     
KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Dark Chocolate                       
KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Original Graham Cookies              
KEEBLER, FUDGE SHOPPE, Mint Creme Middles, Chocolate Graham Cookies             
KEEBLER, FUDGE SHOPPE, Coconut Dreams Cookies                                   
KEEBLER, FUDGE SHOPPE, Deluxe Grahams Cookies                                   
KEEBLER, FUDGE SHOPPE, Caramel Filled Cookies                                   
KEEBLER, FUDGE SHOPPE, Peanut Creme Filled Cookies                              
KEEBLER, FUDGE SHOPPE, Triple Fudge Filled Cookies                              
KEEBLER, FUDGE SHOPPE, Fudge-Dipped Ice Cream Cups                              
KEEBLER, FUDGE SHOPPE, Fudge Grahams, 1/2 Dipped, Reduced Fat                   
KEEBLER, FUDGE SHOPPE, Fudge Sticks                                             
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Dark Chocolate                            
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Holiday/Spiderman                         
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Mini                                      
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Oatmeal                                   
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Original                                  
KEEBLER, FUDGE SHOPPE, Grasshopper Cookies, Fudge Mint                          
KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Vanilla                              
KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Peanut Butter                        
KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Original             
KEEBLER, FUDGE SHOPPE, Merry Mint Patties, Holiday                              
KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butt          
KEEBLER, FUDGE SHOPPE, Fudge Sticks, Peanut Butter                              
KEEBLER, GRIPZ, CHIPS DELUXE, Chocolate Chip Cookies, bite-size                 
KEEBLER, GRIPZ, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite-siz          
KEEBLER, Almond Crescents Cookies, Holiday                                      
KEEBLER, Gingerbread Men Cookies, Holiday                                       
KEEBLER, Holiday Jingles Cookies                                                
KEEBLER, Iced Oatmeal Cookies                                                   
KEEBLER, Toast & Peanut Butter Sandwich Crackers                                
KEEBLER, READY CRUST, Chocolate Pie Crust                                       
KEEBLER, READY CRUST, Shortbread Pie Crust                                      
KEEBLER, 100 Calorie RIGHT BITES, CHIPS DELUXE, Chocolate Chip Cookies          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Dark Chocolate Fudge S          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Fudge Covered Pretzels          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Cookies 'N Creme                
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Brownies                   
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Fudge Grahams Coo          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Fudge Stripes Coo          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Mints Grasshopper          
KEEBLER, 100 Calorie RIGHT BITES, Sandies Shortbread Cookies, Fudge Di          
KEEBLER, 100 Calorie RIGHT BITES, Sandies Shortbread Cookies                    
KEEBLER, 100 Calorie RIGHT BITES, White Fudge Dipped Pretzels                   
KEEBLER, SANDIES, Cashew Shortbread Cookies                                     
KEEBLER, SANDIES, Chocolate Chip & Pecan Shortbread Cookies                     
KEEBLER, SANDIES, Dark Chocolate Almond Shortbread Cookies                      
KEEBLER, SANDIES, Pecan Shortbread Cookies                                      
KEEBLER, SANDIES, Pecan Shortbread Cookies, bite size                           
KEEBLER, SANDIES, Pecan Shortbread Cookies, Reduced Fat                         
KEEBLER, SOFT BATCH, Chocolate Chip Cookies                                     
KEEBLER, Sweet Cremes Cookies                                                   
KEEBLER, Toasted Coconut Cookies                                                
KEEBLER, TOASTEDS, Buttercrisps Crackers                                        
KEEBLER, TOASTEDS, Party Pack Cracker Assortment                                
KEEBLER, TOASTEDS, Onion Crackers                                               
KEEBLER, TOASTEDS, Sesame Crackers                                              
KEEBLER, TOASTEDS, Wheat Crackers                                               
KEEBLER, TOWN HOUSE, Bistro Multigrain Crackers                                 
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Cheese                        
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Garlic Herb                   
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Original                      
KEEBLER, TOWN HOUSE, Original Crackers                                          
KEEBLER, TOWN HOUSE, Reduced Fat Crackers                                       
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Reduced Fat                   
KEEBLER, TOWN HOUSE, TOPPERS, Garlic Herb Crackers                              
KEEBLER, TOWN HOUSE, TOPPERS, Multigrain Crackers                               
KEEBLER, TOWN HOUSE, TOPPERS, Original Crackers                                 
KEEBLER, TOWN HOUSE, Wheat Crackers                                             
KEEBLER, TOWN HOUSE, FLATBREAD CRISPS, Sea Salt and Olive Oil Crackers          
