Long_Desc                                                                  CAFFN
BURGER KING, Vanilla Shake                                                      
CHICK-FIL-A, Chick-n-Strips                                                     
CHICK-FIL-A, hash browns                                                        
"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge           
"School Lunch, pizza, BIG DADDY'S LS 16"" 51% Whole Grain Rolled Edge           
School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Cheese Pizza 50          
School Lunch, pizza, TONY'S SMARTPIZZA Whole Grain 4x6 Pepperoni Pizza          
School Lunch, pizza, TONY'S Breakfast Pizza Sausage, frozen                     
SUBWAY, sweet onion chicken teriyaki sub on white bread with lettuce,           
SUBWAY, SUBWAY CLUB sub on white bread with lettuce and tomato                  
SUBWAY, meatball marinara sub on white bread (no toppings)                      
SUBWAY, steak & cheese sub on white bread with American cheese, lettuc          
SUBWAY, B.L.T. sub on white bread with bacon, lettuce and tomato                
SUBWAY, turkey breast sub on white bread with lettuce and tomato                
SUBWAY, black forest ham sub on white bread with lettuce and tomato             
SUBWAY, roast beef sub on white bread with lettuce and tomato                   
SUBWAY, oven roasted chicken sub on white bread with lettuce and tomat          
SUBWAY, cold cut sub on white bread with lettuce and tomato                     
SUBWAY, tuna sub on white bread with lettuce and tomato                         
McDONALD'S, Hamburger                                                           
McDONALD'S, FILET-O-FISH                                                        
McDONALD'S, Cheeseburger                                                        
McDONALD'S, QUARTER POUNDER                                                     
McDONALD'S, QUARTER POUNDER with Cheese                                         
McDONALD'S, BIG MAC                                                             
McDONALD'S, french fries                                                        
WENDY'S, CLASSIC SINGLE Hamburger, no cheese                                    
WENDY'S, CLASSIC SINGLE Hamburger, with cheese                                  
WENDY'S, Jr. Hamburger, without cheese                                          
WENDY'S, Jr. Hamburger, with cheese                                             
WENDY'S, CLASSIC DOUBLE, with cheese                                            
WENDY'S, Homestyle Chicken Fillet Sandwich                                      
WENDY'S, Ultimate Chicken Grill Sandwich                                        
WENDY'S, Chicken Nuggets                                                        
WENDY'S, french fries                                                           
WENDY'S, Frosty Dairy Dessert                                                   
BURGER KING, french fries                                                       
BURGER KING, Hamburger                                                          
BURGER KING, Cheeseburger                                                       
BURGER KING, WHOPPER, no cheese                                                 
BURGER KING, WHOPPER, with cheese                                               
BURGER KING, DOUBLE WHOPPER, no cheese                                          
BURGER KING, DOUBLE WHOPPER, with cheese                                        
BURGER KING, Chicken Strips                                                     
BURGER KING, Premium Fish Sandwich                                              
BURGER KING, Original Chicken Sandwich                                          
TACO BELL, Original Taco with beef, cheese and lettuce                          
TACO BELL, Soft Taco with beef, cheese and lettuce                              
TACO BELL, Soft Taco with chicken, cheese and lettuce                           
TACO BELL, Soft Taco with steak                                                 
TACO BELL, Bean Burrito                                                         
TACO BELL, BURRITO SUPREME with beef                                            
TACO BELL, BURRITO SUPREME with chicken                                         
TACO BELL, BURRITO SUPREME with steak                                           
TACO BELL, Nachos                                                               
TACO BELL, Nachos Supreme                                                       
TACO BELL, Taco Salad                                                           
"PIZZA HUT 12"" Cheese Pizza, Hand-Tossed Crust"                                
"PIZZA HUT 12"" Cheese Pizza, Pan Crust"                                        
"PIZZA HUT 12"" Cheese Pizza, THIN 'N CRISPY Crust"                             
"PIZZA HUT 12"" Pepperoni Pizza, Hand-Tossed Crust"                             
"PIZZA HUT 12"" Pepperoni Pizza, Pan Crust"                                     
"PIZZA HUT 12"" Super Supreme Pizza, Hand-Tossed Crust"                         
"DOMINO'S 14"" Cheese Pizza, Classic Hand-Tossed Crust"                         
"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust"                          
"DOMINO'S 14"" Cheese Pizza, Crunchy Thin Crust"                                
"DOMINO'S 14"" Pepperoni Pizza, Classic Hand-Tossed Crust"                      
"DOMINO'S 14"" Pepperoni Pizza, Ultimate Deep Dish Crust"                       
"DOMINO'S 14"" EXTRAVAGANZZA FEAST Pizza, Classic Hand-Tossed Crust"            
"PAPA JOHN'S 14"" Cheese Pizza, Original Crust"                                 
"PAPA JOHN'S 14"" Pepperoni Pizza, Original Crust"                              
"PAPA JOHN'S 14"" The Works Pizza, Original Crust"                              
"PAPA JOHN'S 14"" Cheese Pizza, Thin Crust"                                     
"LITTLE CAESARS 14"" Original Round Cheese Pizza, Regular Crust"                
"LITTLE CAESARS 14"" Original Round Pepperoni Pizza, Regular Crust"             
"LITTLE CAESARS 14"" Original Round Meat and Vegetable Pizza, Regular           
"LITTLE CAESARS 14"" Cheese Pizza, Large Deep Dish Crust"                       
"LITTLE CAESARS 14"" Pepperoni Pizza, Large Deep Dish Crust"                    
"LITTLE CAESARS 14"" Cheese Pizza, Thin Crust"                                  
"PIZZA HUT 14"" Cheese Pizza, Hand-Tossed Crust"                                
"PIZZA HUT 14"" Cheese Pizza, Pan Crust"                                        
"PIZZA HUT 14"" Cheese Pizza, THIN 'N CRISPY Crust"                             
"PIZZA HUT 14"" Pepperoni Pizza, Hand-Tossed Crust"                             
"PIZZA HUT 14"" Pepperoni Pizza, Pan Crust"                                     
"PIZZA HUT 14"" Super Supreme Pizza, Hand-Tossed Crust"                         
McDONALD'S, Chicken McNUGGETS                                                   
McDONALD'S, Barbeque Sauce                                                      
McDONALD'S, Creamy Ranch Sauce                                                  
McDONALD'S, Hot Mustard Sauce                                                   
McDONALD'S, Spicy Buffalo Sauce                                                 
McDONALD'S, Sweet 'N Sour Sauce                                                 
McDONALD'S, Tangy Honey Mustard Sauce                                           
McDONALD'S, Hash Brown                                                          
McDONALD'S, Hotcakes (plain)                                                    
McDONALD'S, Baked Apple Pie                                                     
McDONALD'S, Bacon, Egg & Cheese McGRIDDLES                                      
McDONALD'S, Sausage McGRIDDLES                                                  
McDONALD'S, Sausage, Egg & Cheese McGRIDDLES                                    
McDONALD'S, Vanilla Reduced Fat Ice Cream Cone                                  
McDONALD'S, Strawberry Sundae                                                   
McDONALD'S, Hot Caramel Sundae                                                  
McDONALD'S, Hot Fudge Sundae                                                    
McDONALD'S, Peanuts (for Sundaes)                                               
McDONALD'S, McFLURRY with M&M'S CANDIES                                         
McDONALD'S, McFLURRY with OREO cookies                                          
McDONALD'S, Sausage Burrito                                                     
McDONALD'S, BIG BREAKFAST                                                       
McDONALD'S, Low Fat Caramel Sauce                                               
McDONALD'S, Double Cheeseburger                                                 
McDONALD'S, DOUBLE QUARTER POUNDER with Cheese                                  
McDONALD'S, NEWMAN'S OWN Cobb Dressing                                          
McDONALD'S, NEWMAN'S OWN Creamy Caesar Dressing                                 
McDONALD'S, NEWMAN'S OWN Low Fat Balsamic Vinaigrette                           
McDONALD'S, NEWMAN'S OWN Ranch Dressing                                         
McDONALD'S, BIG MAC (without Big Mac Sauce)                                     
McDONALD'S, McCHICKEN Sandwich                                                  
McDONALD'S, McCHICKEN Sandwich (without mayonnaise)                             
McDONALD'S, Egg McMUFFIN                                                        
McDONALD'S, Sausage McMUFFIN                                                    
McDONALD'S, Sausage McMUFFIN with Egg                                           
McDONALD'S, Bacon Egg & Cheese Biscuit                                          
McDONALD'S, Sausage Biscuit                                                     
McDONALD'S, Sausage Biscuit with Egg                                            
McDONALD'S, Deluxe Breakfast, with syrup and margarine                          
McDONALD'S, Hotcakes and Sausage                                                
McDONALD'S, Hotcakes (with 2 pats margarine & syrup)                            
McDONALD'S, Bacon Ranch Salad with Grilled Chicken                              
McDONALD'S Bacon Ranch Salad with Crispy Chicken                                
McDONALD'S, Bacon Ranch Salad without chicken                                   
McDONALD'S, Side Salad                                                          
McDONALD'S, Fruit 'n Yogurt Parfait                                             
McDONALD'S, Fruit 'n Yogurt Parfait (without granola)                           
McDONALD'S, FILET-O-FISH (without tartar sauce)                                 
BURGER KING, CROISSAN'WICH with Sausage, Egg and Cheese                         
BURGER KING, CROISSAN'WICH with Sausage and Cheese                              
BURGER KING, CROISSAN'WICH with Egg and Cheese                                  
BURGER KING, french toast sticks                                                
BURGER KING, Hash Brown Rounds                                                  
Fast foods, miniature cinnamon rolls                                            
Fast foods, hamburger; single, regular patty; double decker bun with c          
Fast foods, cheeseburger; double, large patty; with condiments                  
McDONALD'S, Premium Grilled Chicken Classic Sandwich                            
McDONALD'S, Premium Crispy Chicken Classic Sandwich                             
McDONALD'S, Premium Grilled Chicken Club Sandwich                               
McDONALD'S, Premium Crispy Chicken Club Sandwich                                
McDONALD'S, Premium Grilled Chicken Ranch BLT Sandwich                          
McDONALD'S, Premium Crispy Chicken Ranch BLT Sandwich                           
POPEYES, biscuit                                                                
POPEYES, Coleslaw                                                               
POPEYES, Mild Chicken Strips, analyzed 2006                                     
POPEYES, Spicy Chicken Strips, analyzed 2006                                    
KFC, biscuit                                                                    
KFC, Coleslaw                                                                   
KFC, Crispy Chicken Strips                                                      
KFC, Popcorn Chicken                                                            
KFC, Fried Chicken, ORIGINAL RECIPE, Skin and Breading                          
KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat only, skin and bread          
KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat only, skin and br          
KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat only, skin and breadi          
KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat only, skin and breadin          
KFC, Fried Chicken, EXTRA CRISPY, Skin and Breading                             
KFC, Fried Chicken, EXTRA CRISPY, Breast, meat only, skin and breading          
KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat only, skin and bread          
KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat only, skin and breading           
KFC, Fried Chicken, EXTRA CRISPY, Wing, meat only, skin and breading r          
KFC, Fried Chicken, ORIGINAL RECIPE, Breast, meat and skin with breadi          
KFC, Fried Chicken, ORIGINAL RECIPE, Drumstick, meat and skin with bre          
KFC, Fried Chicken, ORIGINAL RECIPE, Thigh, meat and skin with breadin          
KFC, Fried Chicken, ORIGINAL RECIPE, Wing, meat and skin with breading          
KFC, Fried Chicken, EXTRA CRISPY, Breast, meat and skin with breading           
KFC, Fried Chicken, EXTRA CRISPY, Drumstick, meat and skin with breadi          
KFC, Fried Chicken, EXTRA CRISPY, Thigh, meat and skin with breading            
KFC, Fried Chicken, EXTRA CRISPY, Wing, meat and skin with breading             
POPEYES, Fried Chicken, Mild, Breast, meat only, skin and breading rem          
POPEYES, Fried Chicken, Mild, Drumstick, meat only, skin and breading           
POPEYES, Fried Chicken, Mild, Skin and Breading                                 
POPEYES, Fried Chicken, Mild, Thigh, meat only, skin and breading remo          
POPEYES, Fried Chicken, Mild, Wing, meat only, skin and breading remov          
POPEYES, Fried Chicken, Mild, Breast, meat and skin with breading               
POPEYES, Fried Chicken, Mild, Drumstick, meat and skin with breading            
POPEYES, Fried Chicken, Mild, Thigh, meat and skin with breading                
POPEYES, Fried Chicken, Mild, Wing, meat and skin with breading                 
DIGIORNO Pizza, cheese topping, cheese stuffed crust, frozen, baked             
DIGIORNO Pizza, cheese topping, rising crust, frozen, baked                     
DIGIORNO Pizza, cheese topping, thin crispy crust, frozen, baked                
DIGIORNO Pizza, pepperoni topping, cheese stuffed crust, frozen, baked          
DIGIORNO Pizza, pepperoni topping, rising crust, frozen, baked                  
DIGIORNO Pizza, pepperoni topping, thin crispy crust, frozen, baked             
DIGIORNO Pizza, supreme topping, rising crust, frozen, baked                    
DIGIORNO Pizza, supreme topping, thin crispy crust, frozen, baked               
"PIZZA HUT 14"" Pepperoni Pizza, THIN 'N CRISPY Crust"                          
"DOMINO'S 14"" Pepperoni Pizza, Crunchy Thin Crust"                             
"DOMINO'S 14"" Sausage Pizza, Crunchy Thin Crust"                               
"DOMINO'S 14"" Sausage Pizza, Classic Hand-Tossed Crust"                        
"DOMINO'S 14"" Sausage Pizza, Ultimate Deep Dish Crust"                         
"PIZZA HUT 14"" Sausage Pizza, THIN 'N CRISPY Crust"                            
"PIZZA HUT 14"" Sausage Pizza, Hand-Tossed Crust"                               
"PIZZA HUT 14"" Sausage Pizza, Pan Crust"                                       
KASHI Pizza, Roasted Vegetable, frozen, unprepared                              
KASHI Pizza, Mushroom Trio & Spinach, frozen, unprepared                        
KASHI Pizza, Margherita, frozen, unprepared                                     
KASHI Pizza, Mediterranean, frozen, unprepared                                  
BURGER KING, Double Cheeseburger                                                
WENDY'S, Double Stack, with cheese                                              
WEND'YS, Crispy Chicken Sandwich                                                
BURGER KING, Onion Rings                                                        
WENDY'S, DAVE'S Hot 'N Juicy 1/4 LB, single                                     
"PIZZA HUT 14"" Cheese Pizza, Stuffed Crust"                                    
KASHI Pizza, Greek Tzatziki, single serve, frozen, unprepared                   
KASHI Pizza, Tikka Masala, single serve, frozen, unprepared                     
MORNINGSTAR FARMS Pizza, Baja Black Bean, single serve, frozen, unprep          
KASHI Pizza, Mushroom and Spinach, single serve, frozen, unprepared             
McDONALD'S, Southern Style Chicken Biscuit                                      
McDONALD'S, RANCH SNACK WRAP, Crispy                                            
McDONALD'S, RANCH SNACK WRAP, Grilled                                           
PIZZA HUT, breadstick, parmesan garlic                                          
CHICK-FIL-A, chicken sandwich                                                   
ARBY'S, roast beef sandwich, classic                                            
MORNINGSTAR FARMS Garden Veggie Patties, frozen, unprepared                     
MORNINGSTAR FARMS Veggie Dog, frozen, unprepared                                
MORNINGSTAR FARMS Grillers Burger Style Recipe Crumbles, frozen, unpre          
MORNINGSTAR FARMS Grillers Vegan, frozen, unprepared                            
MORNINGSTAR FARMS Breakfast Sausage Patties, frozen, unprepared                 
MORNINGSTAR FARMS Spicy Black Bean Burger, frozen, unprepared                   
Turkey Pot Pie, frozen entree                                                   
Beef Pot Pie, frozen entree, prepared                                           
Lasagna with meat & sauce, low-fat, frozen entree                               
Burrito, beef and bean, frozen                                                  
Macaroni and Cheese, canned, microwavable                                       
SPAGHETTIOS, Mini Beef Ravioli in Meat Sauce                                    
SPAGHETTIOS, Spaghetti in Tomato & Cheese Sauce                                 
SPAGHETTIOS, SpaghettiOs Original                                               
SPAGHETTIOS, SpaghettiOs  A to Z's                                              
SPAGHETTIOS, SpaghettiOs in Meat Sauce                                          
SPAGHETTIOS, SpaghettiOs plus Calcium                                           
SPAGHETTIOS, SpaghettiOs RavioliOs Beef Ravioli in Meat Sauce                   
SPAGHETTIOS, SpaghettiOs with Meatballs                                         
SPAGHETTIOS, SpaghettiOs with Sliced Franks                                     
SPAGHETTIOS, SpaghettiOs A to Z's with Meatballs                                
SUPPER BAKES MEAL KITS, Cheesy Chicken with pasta (chicken not include          
SUPPER BAKES MEAL KITS, Creamy Stroganoff Sauce with pasta                      
SUPPER BAKES MEAL KITS, Garlic Chicken with pasta (chicken not include          
SUPPER BAKES MEAL KITS, Herb Chicken with rice (chicken not included)           
SUPPER BAKES MEAL KITS, Lemon Chicken with herb rice (chicken not incl          
SUPPER BAKES MEAL KITS, Savory Pork Chops with herb stuffing (pork cho          
SUPPER BAKES MEAL KITS, Southwestern-Style Chicken w/rice (chicken not          
SUPPER BAKES MEAL KITS, Traditional Roast Chicken with stuffing (chick          
SWANSON, Chicken A La King                                                      
SWANSON, Chicken and Dumplings                                                  
Macaroni and cheese, dry mix, prepared with 2% milk and 80% stick marg          
Lean Pockets, Meatballs & Mozzarella                                            
SPAGHETTIOS, SpaghettiOs Original, easy open                                    
SPAGHETTIOS, SpaghettiOs  with Meatballs - Easy Open                            
KASHI Black Bean Mango, frozen, unprepared                                      
KASHI, Chicken and Chipotle BBQ Sauce with Mango, Frozen Entree                 
KASHI, Chicken Enchilada with Ancho Sauce, Frozen Entree                        
KASHI, STEAM MEAL, Chicken Fettuccine, Frozen Entree                            
KASHI, Chicken Florentine, Frozen Entree                                        
KASHI, Chicken Pasta Pomodoro, Frozen Entree                                    
KASHI, Lemongrass Coconut Chicken, Frozen Entree                                
KASHI Mayan Harvest Bake, frozen, unprepared                                    
KASHI Pesto Pasta Primavera, frozen, unprepared                                 
KASHI, Pilaf, 7 Whole Grain, unprepared                                         
KASHI, Red Curry Chicken, Frozen Entree                                         
KASHI, STEAM MEAL, Roasted Garlic Chicken Farfalle, Frozen Entree               
KASHI, STEAM MEAL, Sesame Chicken, Frozen Entree                                
KASHI, Southwest Style Chicken, Frozen Entree                                   
KASHI Spicy Black Bean Enchilada, frozen, unprepared                            
KASHI Spinach Artichoke Pasta, frozen, unprepared                               
KASHI, Sweet and Sour Chicken, Frozen Entree                                    
KASHI Three Cheese Penne, frozen, unprepared                                    
KASHI, Tuscan Veggie Bake, Frozen Entree                                        
Rice and vermicelli mix, chicken flavor, prepared with 80% margarine            
Beef, Australian, imported, grass-fed,  external fat, raw                       
Beef, Australian, imported, grass-fed, seam fat, raw                            
Beef, Australian, imported, Wagyu, external fat, Aust. marble score 4/          
Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 4/5, r          
Beef, Australian, imported, Wagyu, external fat, Aust. marble score 9,          
Beef, Australian, imported, Wagyu, seam fat, Aust. marble score 9, raw          
USDA Commodity, beef patties with VPP, frozen, cooked                           
USDA Commodity, beef patties with VPP, frozen, raw                              
USDA Commodity, beef, patties (100%), frozen, raw                               
USDA Commodity, beef, ground, bulk/coarse ground, frozen, raw                   
Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Chewy Chocolate P          
Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON MULTIGRAIN CRUNCH          
Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Double Chocolate           
Snacks, M&M MARS, KUDOS Whole Grain Bars, peanut butter                         
Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Honey Nut Oat Bar          
Snacks, M&M MARS, KUDOS Whole Grain Bar, M&M's milk chocolate                   
Formulated bar, MARS SNACKFOOD US, COCOAVIA, Chocolate Almond Snack Ba          
Formulated bar, MARS SNACKFOOD US, COCOAVIA, Chocolate Blueberry Snack          
Snacks, yucca (cassava) chips, salted                                           
CAMPBELL'S CHUNKY Soups, HEALTHY REQUEST Microwavable Bowls, Chicken N          
CAMPBELL'S CHUNKY Soups, HEALTHY REQUEST Microwavable Bowls, Grilled C          
CAMPBELL'S CHUNKY Soups, HEALTHY REQUEST New England Clam Chowder               
CAMPBELL'S Red and White, Chicken Barley with Mushrooms Soup, condense          
CAMPBELL'S Red and White, Italian Style Wedding Soup, condensed                 
CAMPBELL'S Red and White, PHINEAS and FERB Soup, condensed                      
CAMPBELL'S Homestyle Microwaveable Bowls, HEALTHY REQUEST Italian Wedd          
CAMPBELL'S Homestyle Microwaveable Bowls, HEALTHY REQUEST Mexican Styl          
CAMPBELL'S Homestyle Harvest Tomato with Basil Soup                             
CAMPBELL'S Homestyle HEALTHY REQUEST Chicken with Whole Grain Pasta So          
CAMPBELL'S Soup on the GO, HEALTHY REQUEST Chicken with Mini Noodles S          
CAMPBELL'S Soup on the Go, HEALTHY REQUEST Classic Tomato Soup                  
PACE, Pico De Gallo                                                             
PACE, Salsa Verde                                                               
PACE, Tequila Lime Salsa                                                        
PACE, Triple Pepper Salsa                                                       
CAMPBELL'S Red and White, Lentil Soup, condensed                                
PREGO Pasta, Heart Smart- Traditional Sauce, ready-to-serve                     
CAMPBELL'S, 98% Fat Free Cream of Mushroom Soup, condensed                      
Soup, clam chowder, new england, canned, ready-to-serve                         
Soup, beef and vegetables, reduced sodium, canned, ready-to-serve               
Dip, OLD EL PASO, Cheese 'n Salsa, medium                                       
Dip, TOSTITOS, salsa con queso, medium                                          
Sauce, barbecue, SWEET BABY RAY'S, original                                     
Sauce, barbecue, BULL'S-EYE, original                                           
Sauce, barbecue, KC MASTERPIECE, original                                       
Sauce, barbecue, OPEN PIT, original                                             
Gravy, HEINZ Home Style, classic chicken                                        
Sauce, OLD EL PASO, enchilada, red, mild, ready to serve                        
Dip, FRITO'S, bean, original flavor                                             
KELLOGG'S, EGGO, Mini Muffin Tops, Chocolate Chip                               
KELLOGG'S, EGGO, NUTRI-GRAIN Frozen Fruit Pizza, Mixed Berry Granola            
KELLOGG'S, EGGO, NUTRI-GRAIN Frozen Fruit Pizza, Strawberry Granola             
KELLOGG'S, EGGO, Pancakes, Blueberry                                            
KELLOGG'S, EGGO, Pancakes, Chocolate Chip                                       
KELLOGG'S, CINNABON, Pancakes, Caramel                                          
KELLOGG'S, CINNABON, Pancakes, Original                                         
KELLOGG'S, EGGO, Wafflers, Brown Sugar Cinnamon Roll                            
KELLOGG'S, EGGO, Wafflers, Strawberry Strudel                                   
KELLOGG'S, EGGO, Waffles, Blueberry                                             
KELLOGG'S, EGGO, Waffles, Buttermilk                                            
KELLOGG'S, EGGO, Waffles, Cinnamon Toast                                        
KELLOGG'S, EGGO, FIBERPLUS Waffles, Buttermilk                                  
KELLOGG'S, EGGO, FIBERPLUS Waffles, Chocolate Chip                              
KELLOGG'S, EGGO, Waffles, French Toast                                          
KELLOGG'S, EGGO, Waffles, Homestyle                                             
KELLOGG'S, EGGO Protein, Waffles, Homestyle                                     
KASHI, TLC, Pita Crisps, Sea Salt                                               
KELLOGG'S, EGGO, NUTRI-GRAIN, Waffles, Blueberry                                
KELLOGG'S, EGGO, NUTRI-GRAIN, Waffles, Honey Oat                                
KASHI, TLC, Pita Crisps, Zesty Salsa                                            
KELLOGG'S, EGGO, NUTRI-GRAIN, Waffles, Original                                 
KELLOGG'S, EGGO Seasons, Waffles, Pumpkin Spice                                 
KELLOGG'S, SIMPLY EGGO, Original                                                
KELLOGG'S, EGGO, Waffles, Strawberry                                            
KELLOGG'S, EGGO, Thick & Fluffy, Waffles, Brown Sugar                           
KELLOGG'S, EGGO, Thick & Fluffy, Waffles, Original                              
FAMOUS AMOS, Chocolate Chip Cookies                                             
FAMOUS AMOS, Chocolate Chip Pecan Cookies                                       
GIRL SCOUTS, Caramel Dulce De Leche Cookies                                     
GIRL SCOUTS, Chalet Cookies                                                     
GIRL SCOUTS, Do-si-dos Cookies                                                  
GIRL SCOUTS, Samoas Cookies                                                     
GIRL SCOUTS, Tagalongs Cookies                                                  
GIRL SCOUTS, Thank U Berry Munch Cookies                                        
GIRL SCOUTS, Thin Mints Cookies                                                 
GIRL SCOUTS, Trefoils Cookies                                                   
JACKSON'S, Old Fashioned Lemon Jumble Cookies                                   
JACKSON'S, Old Fashioned Vanilla Wafers                                         
KASHI, TLC, Happy Trail Mix Cookies                                             
KASHI, TLC, Oatmeal Dark Chocolate Cookies                                      
KASHI, TLC, Oatmeal Raisin Flax Cookies                                         
KEEBLER, ANIMALS, Cookies                                                       
KEEBLER, ANIMALS, Frosted Cookies                                               
KEEBLER, ANIMALS, Iced Cookies                                                  
KEEBLER, ANIMALS, Crackers                                                      
KEEBLER, BAKER'S TREASURES, Chocolate Chip Cookie, soft                         
KEEBLER, BAKER'S TREASURES, Oatmeal Raisin Cookie, soft                         
KEEBLER, Cheese & Cheddar Sandwich Crackers                                     
KEEBLER, Club & Cheddar Sandwich Crackers                                       
KEEBLER, Cheese on Wheat Sandwich Crackers                                      
KEEBLER, CHIPS DELUXE, Chocolate Lovers Cookies                                 
KEEBLER, CHIPS DELUXE, Chocolate Malt Chunk Cookies                             
KEEBLER, CHIPS DELUXE, Coconut Cookies                                          
KEEBLER, CHIPS DELUXE, Dark Chocolate Chunk Cookies                             
KEEBLER, CHIPS DELUXE, Mini Chocolate Chip Cookies                              
KEEBLER, CHIPS DELUXE, Oatmeal Chocolate Chip Cookies                           
KEEBLER, CHIPS DELUXE, Original Chocolate Chip Cookies                          
KEEBLER, CHIPS DELUXE, Peanut Butter Cups Cookies                               
KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies                           
KEEBLER, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite size                
KEEBLER, CHIPS DELUXE, Soft 'n Chewy Chocolate Chip Cookies                     
KEEBLER, CLUB, Dash of Salt Crackers                                            
KEEBLER, CLUB, Minis Original Crackers                                          
KEEBLER, CLUB, Minis Multigrain Crackers                                        
KEEBLER, CLUB, Multigrain Crackers                                              
KEEBLER, CLUB, Original Crackers                                                
KEEBLER, CLUB, Reduced Fat Crackers                                             
KEEBLER, CLUB Crackers, Snack Sticks, Honey Wheat                               
KEEBLER, CLUB Crackers, Snack Sticks, Original                                  
KEEBLER, Country Style Oatmeal Cookies with Raisins                             
KEEBLER, Danish Wedding Cookies                                                 
KEEBLER, E.L. FUDGE, Butter Flavored Cookies                                    
KEEBLER, E.L. FUDGE, Double Stuffed Cookies                                     
KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Dark Chocolate                       
KEEBLER, FUDGE SHOPPE, Cheesecake Middles, Original Graham Cookies              
KEEBLER, FUDGE SHOPPE, Mint Creme Middles, Chocolate Graham Cookies             
KEEBLER, FUDGE SHOPPE, Coconut Dreams Cookies                                   
KEEBLER, FUDGE SHOPPE, Deluxe Grahams Cookies                                   
KEEBLER, FUDGE SHOPPE, Caramel Filled Cookies                                   
KEEBLER, FUDGE SHOPPE, Peanut Creme Filled Cookies                              
KEEBLER, FUDGE SHOPPE, Triple Fudge Filled Cookies                              
KEEBLER, FUDGE SHOPPE, Fudge-Dipped Ice Cream Cups                              
KEEBLER, FUDGE SHOPPE, Fudge Grahams, 1/2 Dipped, Reduced Fat                   
KEEBLER, FUDGE SHOPPE, Fudge Sticks                                             
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Dark Chocolate                            
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Holiday/Spiderman                         
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Mini                                      
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Oatmeal                                   
KEEBLER, FUDGE SHOPPE, Fudge Stripes, Original                                  
KEEBLER, FUDGE SHOPPE, Grasshopper Cookies, Fudge Mint                          
KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Vanilla                              
KEEBLER, FUDGE SHOPPE, Jumbo Fudge Sticks, Peanut Butter                        
KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Original             
KEEBLER, FUDGE SHOPPE, Merry Mint Patties, Holiday                              
KEEBLER, FUDGE SHOPPE, Magic Middles Fudge Filled Cookies, Peanut Butt          
KEEBLER, FUDGE SHOPPE, Fudge Sticks, Peanut Butter                              
KEEBLER, Cinnamon Toast Grahams                                                 
KEEBLER, GRIPZ, CHIPS DELUXE, Chocolate Chip Cookies, bite-size                 
KEEBLER, GRIPZ, CHIPS DELUXE, Rainbow Chocolate Chip Cookies, bite-siz          
KEEBLER, GRIPZ, Chocolate Chip Grahams, bite-size                               
KEEBLER, GRIPZ, Cinnamon Grahams, bite-size                                     
KEEBLER, Almond Crescents Cookies, Holiday                                      
KEEBLER, Gingerbread Men Cookies, Holiday                                       
KEEBLER, Holiday Jingles Cookies                                                
KEEBLER, Iced Oatmeal Cookies                                                   
KEEBLER, Toast & Peanut Butter Sandwich Crackers                                
KEEBLER, READY CRUST, Chocolate Pie Crust                                       
KEEBLER, READY CRUST, Shortbread Pie Crust                                      
KEEBLER, 100 Calorie RIGHT BITES, CHIPS DELUXE, Chocolate Chip Cookies          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Dark Chocolate Fudge S          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Fudge Covered Pretzels          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Cookies 'N Creme                
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Brownies                   
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Fudge Grahams Coo          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Fudge Stripes Coo          
KEEBLER, 100 Calorie RIGHT BITES, FUDGE SHOPPE, Mini Mints Grasshopper          
KEEBLER, 100 Calorie RIGHT BITES, Sandies Shortbread Cookies, Fudge Di          
KEEBLER, 100 Calorie RIGHT BITES, Sandies Shortbread Cookies                    
KEEBLER, 100 Calorie RIGHT BITES, White Fudge Dipped Pretzels                   
